unit_buy,unit_sell,same,npair,v_out
万只,件,0,4,70193.10032653809
件,kwh,0,1,70116
件,套/件,0,1,70000
支,小时,0,1,69906.25
坛,批,0,1,69892
ea,瓶,0,2,69856.5
袋,块,0,14,69850.32931091308
辆,量,0,1,69800
元,个,0,2,69762.51171875
W,批,0,1,69712.5
BAG,个,0,7,69709.5791015625
包,项,0,4,69628
箱,/,0,1,69560
小时,副,0,1,69520
点/年,次,0,2,69320
付,包,0,15,69251.17999267578
双,月,0,2,69128.740234375
立方米,人,0,1,69064
Km,卷,0,1,69047.37109375
米,缸,0,5,68850.12890625
柱,栓,0,1,68820
年,-,0,1,68800
块,m,0,4,68579.74993164062
ge,台,0,2,68456.5
方,月,0,1,68339.25
m,块,0,4,68254.40000915527
米,YD,0,1,68182.75
PC,张,0,1,68103
Pcs,套,0,7,68063.49000000001
箱,托盒,0,1,68040
SET,支,0,3,68026.42
本,盒,0,32,68005.16002685546
台,只/吨,0,1,68000
200L,吨,0,1,68000
五百克,瓶,0,1,68000
1PC,套,0,14,67990.14092754365
条,刀,0,1,67967.14000000001
卷,册,0,1,67960
副,米,0,5,67907.400390625
只,樘,0,5,67790
支,节,0,8,67789.63989257813
盏,批,0,2,67485
副,立方米,0,1,67375
箱,60g,0,1,67321.0390625
斤,桶,0,1,67200
件,筒,0,4,67110.95156097412
千瓦时,千/瓦时,0,1,67068.859375
G,只,0,1,67000
座,件,0,1,66960
箱,箱/305M,0,1,66860
kpcs,包,0,1,66771.9921875
kg,代,0,3,66700
KM,对,0,1,66458.640625
Kg,卷,0,3,66372.76000976563
箱,盘,0,11,66254.69921875
g,G,0,1,66200
个,SE,0,2,66086
PI,台,0,1,66040
袋,份,0,14,66018.17078125
桶,磅,0,1,66000
头,件,0,1,66000
台,UP,0,1,66000
㎡,组,0,2,65960
Kg,桶,0,13,65798.23982177734
盒,贴,0,2,65675
KG,打,0,2,65661.98046875
平方米,页,0,1,65610
合,件,0,7,65587.87006835938
本,台,0,18,65573.79000011444
KM,KG,0,2,65573.279296875
次,根,0,5,65551.99999847412
条/块,条/块,1,3,65509.15995025635
件/支,套,0,2,65335.46
箱,大袋,0,2,65285
drum,drum,1,1,65125.21875
次,册,0,2,65000
千瓦时,式,0,1,64851.06
卷,听,0,1,64808.48046875
次,羽,0,1,64800
平方米,PS,0,1,64755
次,批次,0,2,64747
台,瓶/次,0,2,64706.5
个/台,只,0,1,64686
千件,公斤,0,3,64543.93
25kg/包,KG,0,1,64500
个,人,0,2,64451
拾支,UNKNOWN,0,1,64440
台,扇,0,3,64428.5
台,万片,0,1,64400
套,1套,0,1,64350
双,把,0,7,64348.20001220703
张,对,0,2,64250
米,Y,0,1,64120.640625
梱,平米,0,1,64000
Kwh,台,0,1,64000
小时,台,0,2,63818
千瓦时,付,0,1,63807.99
次,--,0,1,63800
付,本,0,3,63704.34
—,次,0,1,63700
万卡,个,0,7,63675.9387512207
AL8,箱,0,1,63472
码,平方英尺,0,2,63465.6
m3,次,0,1,63439.87890625
kW·h,项,0,1,63419.75
只,部,0,1,63387
季度,平方米,0,1,63000
码,批,0,2,62741.33
瓶,颗,0,1,62593
M,只,0,9,62449.14075233459
千件,（PCS）,0,1,62395.80078125
包,piece,0,2,62353.19995117188
平米,条,0,3,62300
串,件,0,1,62280
ct,只,0,1,62280
副,对,0,8,62262.48
km,Kg,0,1,62252.05859375
公斤,ZEA,0,1,62237.9
UNKNOWN,餐,0,2,62171.28125
枚,万发,0,2,62121.8
NU,根,0,1,62000
千套,只,0,6,61951.01828125
圆罐,罐,0,1,61936.16
PAK,PAK,1,1,61902.36
平方米,册,0,1,61896.55
卷,筒,0,13,61814.79999267578
台,页,0,1,61596.48046875
条,架,0,1,61570.98828125
幅,台,0,10,61470
期,平方米,0,1,61336.80078125
元/公斤,盒,0,1,61320
W,个,0,1,61308
个,PCS.,0,1,61285
对,SET,0,2,61220
百米,条,0,3,61191.42078125
个,BX,0,1,61190
平方米,m*m*m,0,1,61059.96
1块,1块,1,1,61000
付,组,0,3,60992.810546875
EA,次,0,4,60931.85984375
把,千瓦时,0,1,60909.2
件,碗,0,2,60891.24063110352
BX,支,0,1,60836.818359375
BM,条,0,1,60797.16015625
批,床,0,2,60703.77880859375
罐,PC,0,1,60672
条,份,0,2,60600
双,PCS,0,5,60554.919921875
盒,颗,0,3,60548.06
个,m3,0,4,60467
平米,根,0,2,60463.80078125
EA,樘,0,1,60368
令,UNKNOWN,0,2,60339.2
块,升,0,1,60250
米,列,0,1,60238.5
KM,只,0,6,60225.32958984375
条,T,0,2,60110
十条,条,0,1,60098
提,批,0,2,60054.76
公斤,头,0,1,60000
项,人月,0,1,60000
批,艘,0,1,60000
元/节点,点,0,1,60000
月,台/月,0,1,60000
UNKNOWN,人/月,0,1,60000
1件,台,0,1,60000
项,颗,0,1,60000
听,公斤,0,3,59941.60864257813
千瓦时,组,0,1,59864.80078125
根,包,0,20,59788.71967224121
包(85g),袋,0,1,59747.16015625
单,无,0,2,59714.37
根,m2,0,3,59612.67
UNKNOWN,半年,0,1,59600
份,瓶,0,3,59574.1798828125
筒,袋,0,7,59497.32003463745
UNKNOWN,piece,0,1,59478.17999267578
cm3,袋,0,1,59433
只,1,0,3,59304
立方米,t,0,1,59209.5390625
M2,片,0,2,59133.769609375
炉,个,0,1,59124.37890625
个,Set,0,2,59092
件,P,0,2,59021
十支,UNKNOWN,0,1,58899.76
副,盒,0,8,58850.809765625
平米,PCS,0,3,58849.400390625
万米,万米,1,3,58781.6
令,件,0,2,58765
T,Kg,0,2,58744.99853515625
只,只/吨,0,1,58720
平方,1,0,2,58507.6
公斤,t,0,3,58483.609375
Kw.h,Kw.h,1,1,58467.8203125
件,平方英尺,0,1,58344.69921875
盘,m,0,6,58330.74996086121
缸,缸,1,2,58284
杯,只,0,1,58230.8818359375
台,无,0,1,58144.55078125
万条,条,0,1,57846
个,G,0,2,57783.77124023438
平方米,YARD,0,1,57760.48046875
公里,根,0,3,57700
大罗,只,0,1,57696
万支,盒,0,1,57600
双,PC,0,9,57573.44009277344
次,瓶,0,7,57567.44018554688
UNKNOWN,听,0,5,57527.41015625
件12,瓶,0,1,57505.6015625
千针,件,0,1,57499
千克(公斤),kg,0,1,57426.43
kg,粒,0,4,57402.650390625
条,斤,0,4,57213.2290625
项,MWh,0,1,57139.28125
套,Each,0,2,57060
台,千米,0,2,57040
项目,项,0,1,57024
吨,户,0,1,56959
千克,500ml,0,1,56935
台,日工,0,1,56921
瓶,-,0,1,56914
平方英尺,平方米,0,1,56847.33984375
cm,件,0,1,56552
吨,刀,0,1,56525
EA,KG,0,6,56508.91064453125
重箱,m2,0,1,56379.77
人份,条,0,1,56300
台,100PC,0,1,56200
个,块套,0,1,56160
次,kg,0,3,56048
km,批,0,1,56035
㎡,元,0,1,55802.52
平方,根,0,10,55794.13000976562
副,次,0,4,55721
kg,次,0,5,55716.98
ZHI,十,0,1,55694.03125
元/笔,UNKNOWN,0,2,55633
平米,m3,0,2,55579.55078125
册,盒,0,2,55579.21051025391
吨,栋,0,1,55540
瓦,米,0,1,55531.0390625
元/月/台,台,0,1,55500
项,平米,0,4,55395
根,双,0,4,55336.599609375
UNKNOWN,节,0,2,55330.80078125
Z27,Z18,0,1,55278.53125
千件,PC,0,4,55244.33995056152
辆,根,0,4,55060
百,巻,0,1,55025.7
pcs,Pcs,0,1,54998.12902832031
tao,台,0,1,54960
块,千克,0,8,54925.56994628906
台,ea,0,6,54864.86
路,米,0,1,54831
KM,条,0,3,54816.03039550781
UNT,件,0,1,54710.3984375
件,TAO,0,3,54614.73046875
件,季度,0,1,54611.2
kwh,辆,0,1,54497.52
吨,5kg,0,1,54450
捆,张,0,2,54228
万卡,卡,0,5,54145.29016113281
袋,Kg,0,4,54115
平方米,捆,0,2,54079.2
张,斤,0,2,54018.279296875
间,套,0,1,54000
瓶,把,0,17,53834.6800856781
米,克,0,2,53807.99853515625
盏,EA,0,1,53747.4609375
UNKNOWN,顶,0,4,53721.27001953125
GJ,t,0,1,53705.9609375
?,吨,0,1,53592
颗,公斤,0,1,53434.08
PCS,付,0,11,53419.61907470704
例,组,0,1,53356
UNKNOWN,K,0,1,53304
L,KG,0,4,53274
套3,件,0,1,53087.16015625
ZEA,ZEA,1,3,53038.1201171875
顿,吨,0,1,53000
桶13KG,桶,0,1,52960
平方厘米,只,0,2,52874.69848632813
克,条,0,1,52860
根,袋,0,10,52824.38009773254
元/年,吨,0,1,52800
季度,天,0,1,52714
拾,张,0,2,52691.21002197266
印张,只,0,1,52676
组,副,0,5,52561.36
瓶/1.75,瓶,0,1,52500
瓶,代,0,4,52471.19999694824
箱,千米,0,1,52340
把,卡,0,3,52204.01013183594
UNKNOWN,间晚,0,1,52193.44
千件,片,0,4,52160.95971191407
170KG/桶,桶,0,1,52155
组,次,0,3,52150
盎司,瓶,0,1,52150
箱,千件,0,2,52078.3798828125
台,圈,0,4,52066
码,M2,0,1,52033.8
组/3台,UNKNOWN,0,1,52000
项,元/月,0,1,52000
CT,片,0,1,52000
段,片,0,1,51910
套,榀,0,1,51900
卷,辆,0,4,51877
条,個,0,1,51861.48
支,m3,0,1,51860
台,压力,0,1,51842.900390625
公斤,毫升,0,2,51840.5
件数,张,0,1,51840.06
立方,箱,0,1,51825
公斤(KG),箱,0,1,51782.0390625
块,T,0,1,51716.8
万支,KZ,0,1,51701.94921875
对,小时,0,1,51600
KM,跨,0,1,51480
米,千个,0,2,51470.4
门,套,0,1,51400
元,kwh,0,1,51345.53125
箱,扎,0,5,51317
吨,部,0,2,51315.19921875
对,PCS,0,5,51303.54000002146
方,T,0,1,51300
t,UNKNOWN,0,1,51290
元/公斤,UNKNOWN,0,1,51280
台,EACH,0,7,51206.59071044921
m3,平米,0,1,51148.80078125
次,-,0,1,51005.60000000001
吨,千张,0,1,51005.51171875
UNKNOWN,人天,0,1,51000
瓶,JOB,0,1,50895
斤,把,0,2,50893.76171875
件,工时,0,1,50852.33984375
套,磅,0,1,50718.5
k,PCS,0,1,50621
25升/桶,个,0,1,50600
CA,升,0,1,50544
公斤,45CM*500米/卷,0,1,50543.96875
听,个,0,8,50530
只,扇,0,5,50524.5
单,月,0,2,50386.19
卷,把,0,16,50343.50053581238
kit,瓶,0,1,50340
袋(Pcs),UNKNOWN,0,2,50254.14007091522
米,KGS,0,1,50229.58984375
只,SET,0,6,50103.84010253906
季,天,0,1,50100
盒,枚,0,7,50058.80039215088
桶,块,0,6,50026.19042053223
件,AU,0,2,50009.16015625
台,千个,0,1,50000
组,棵,0,1,50000
年,M2,0,1,50000
.,次,0,1,50000
1,元,0,1,50000
1瓶,批,0,1,49958.70078086853
瓶,*,0,1,49944
合,万粒,0,1,49940
用户,次,0,1,49887.5
件,1台,0,2,49789
斤,只,0,3,49739.56083984375
双,根,0,5,49722.80030822754
行,项,0,1,49664
PC,吨*公里,0,1,49608
公里,m,0,1,49600
人/次,季,0,1,49600
FU,对,0,1,49600
码,卷,0,3,49587.59924316406
套,匹,0,2,49511
公里,kg,0,1,49435.41015625
SET,间/晚,0,1,49432.5
件,平方毫米,0,1,49384
公斤,加仑,0,2,49302.6396484375
格,套,0,1,49280
袋-60,条,0,1,49195.19921875
袋,根,0,13,49102.37000020981
pcs,令,0,1,49098.16015625
PCS,节,0,5,49096.39
顶,包,0,8,49086.99999809265
其他,台,0,1,49000
立方,车,0,1,48984
项,页,0,1,48900
件,合,0,6,48892.37
次,家,0,1,48840
12个/箱,盒,0,1,48800.03
块,单元,0,2,48800
M2,枚,0,1,48760
宗,宗,1,2,48700
条,pcs,0,9,48618.26953125
条,次,0,3,48610
kg,百米,0,1,48600
万千瓦时,兆瓦时,0,1,48574.5
米,N立方米,0,1,48480
年,瓶组,0,1,48450
捆,只,0,5,48388.90986328125
UNKNOWN,间夜,0,1,48387.64999999999
件,500毫升*12瓶/件,0,1,48363.73095703125
TAI,根,0,1,48360
组,式,0,2,48205
双,圈,0,2,48192
KWH,套,0,2,48171.10000610352
㎡,M*M,0,1,48152.5
桶,付,0,2,48149.3203125
件,代,0,4,48059
支,壶,0,1,48000
吨,4,0,1,47900
盘,KG,0,6,47884.08955078125
板,支,0,7,47879.89990234375
17kg/罐,kg,0,1,47849.2
U,公斤,0,1,47844.9296875
kg,节,0,1,47800
排,件,0,2,47738.90002441406
件,箱*,0,1,47733.640625
瓶,筒,0,3,47716
PC,月,0,1,47604.8984375
千瓦时,床,0,1,47604
期,件,0,2,47600.030234375
张,Y,0,1,47600
把,一批,0,1,47505
件,天,0,3,47500
元,件,0,1,47482.4
pcs,张,0,2,47429
套,BX,0,1,47402.62109375
个,斤,0,15,47377.81937728882
付,KG,0,7,47270.14022827148
度,项,0,1,47247.77978515625
片,M,0,3,47099.16845703125
提,个,0,8,47025.05999832154
lbs,套,0,1,46900
板,件,0,2,46896
千条,套,0,4,46889.7
千只,万只,0,1,46880.63
件,艘,0,2,46860
次,人年,0,1,46800
包,升,0,1,46612.8
km,KPCS,0,1,46597.25
米,宗,0,2,46570
CAR,包,0,2,46552.42
圈,箱,0,3,46540
批,KW,0,1,46421
页,项,0,1,46200
支,月,0,1,46102.7890625
支,set,0,4,46078.5599937439
千米,km,0,2,46032.30008789062
枚,万枚,0,1,46025
单,票,0,1,46001
unit,盒,0,1,45970.001953125
G,g,0,1,45933.6015625
杯,盒,0,4,45928.75996704101
箱,M,0,4,45907.99
P,个,0,3,45812.9806640625
台,千件,0,2,45775
件(1*100),瓶,0,2,45714.16
平方米,千只,0,1,45713.2890625
面积,月,0,1,45659.6015625
宗,场,0,1,45550
支,并,0,4,45544.44
TAI,EA,0,1,45489.6
立方米,PC,0,4,45404.57080078125
EA,卷,0,3,45235.3
瓶(Pcs),个,0,7,45140.92059898376
批,幅,0,1,45125.66015625
W,KW,0,1,45122
SET,对,0,1,45120
T83,件,0,1,45091.52
台,1副/袋,0,1,45000
吨/元,吨,0,1,44986.25
千支,千克,0,2,44961.53994140625
颗,支,0,3,44953.62
千支,箱,0,2,44950.2
次,公斤,0,4,44950
组,条,0,6,44888.30004882813
张,PS,0,1,44880
尺,个,0,1,44822
戈,平方米,0,1,44820
个,个，套,0,1,44794
Kg,粒,0,1,44720
万只,张,0,1,44715
份,元,0,2,44640.87
pc,只,0,3,44640.35
L*750*800,台,0,1,44560
批,Kg,0,5,44471.26000976563
瓶 .,组,0,2,44458.9990234375
15瓶箱,UNKNOWN,0,1,44410.6484375
ff,项,0,1,44400
立方,次,0,1,44400
单,年,0,1,44400
瓶(听),件,0,1,44268
吨,吨/桶,0,1,44116
件,册,0,1,44104.3203125
台,BOX,0,1,44100
套,公斤（千克）,0,2,44068.6015625
台,口,0,1,44051.16015625
条,每一个,0,1,44006
批,半年,0,1,44000
项,12月,0,1,44000
0.33套,套,0,1,44000
克,瓶,0,5,43856.36
基,公斤,0,1,43848.99096679688
百个,套,0,5,43839.59000183106
次,天,0,6,43839.59
kW·h,Kw.h,0,1,43755.6015625
批,千个,0,3,43750
包,㎡,0,1,43737
辆,米,0,2,43688
每一个,瓶,0,2,43678.60000610352
PC,㎡,0,1,43638
块,扇,0,1,43635
条,桶,0,4,43600
包,付,0,20,43591.76002197266
扎,双,0,1,43507.2
副,EA,0,6,43463.72927246094
Kg,块,0,3,43429.8203125
整套,套,0,2,43380
千个,千克,0,2,43315.919921875
张,月,0,3,43314.99
个,刀,0,2,43290.53999999999
—,批,0,1,43254.67
件,個,0,1,43203.80859375
块,甁,0,1,43200
双,床,0,1,43200
个,km,0,1,43071.85
ST,台,0,3,43058.76
箱,立方,0,2,43056.69
个,GRP,0,1,43030
kg,50kg,0,1,42990
只,m2,0,2,42974.05
kWh,件,0,1,42927.87109375
捆,KG,0,3,42891.27
1TO,UNKNOWN,0,10,42829.25911712646
英寸,件,0,2,42780
40'箱数,UNKNOWN,0,1,42686
1,榀,0,1,42658
pc,PCE,0,1,42610.78
SE,EA,0,1,42603.08984375
台,万粒,0,1,42480
立方米,包,0,4,42431.81990234375
套,TON,0,1,42400
卷,R,0,3,42381.79046875
颗,千克,0,1,42350
式,支,0,1,42300
kwh,公斤,0,1,42270.84
批,盘,0,2,42189
UNKNOWN,元/台/年,0,1,42188
.,台,0,1,42178
台,pk,0,1,42165
1PC,包,0,11,42090.6699477768
只,组件,0,1,42050
季,季,1,1,42039
平方,座,0,1,42000
年度,UNKNOWN,0,1,42000
樘,块,0,3,42000
209L/桶,桶,0,1,42000
KG,延米,0,1,42000
套,贴,0,1,42000
1XL-3XL,条,0,1,42000
1PR,双,0,14,41988.68003845215
单,项,0,3,41960
箱,CS,0,1,41879.01171875
项,升,0,1,41872.5
箱,对,0,9,41843.12036132813
批、吨,UNKNOWN,0,1,41724.72
包,筒,0,9,41653.6992163086
平米,扇,0,1,41650
人天,人天,1,1,41600
UNKNOWN,捆,0,2,41590.72
套,Piece,0,2,41517
L,包,0,1,41500
批,台套,0,2,41490
升,壶,0,6,41418.18967529297
辆,piece,0,1,41418
工日,项,0,1,41400
和,盒,0,3,41388
PCS,M2,0,2,41363.1001171875
ZHI,台,0,1,41361.12109375
W,KW/h,0,1,41360.859375
BAG,PAA,0,1,41342.3984375
Wp,只,0,1,41340
千克,每一个,0,1,41323.4609375
Items,piece,0,1,41315.0390625
公斤,TON,0,1,41200.01171875
1SA,瓶,0,5,41189.97987747192
支,ea,0,3,41088.669921875
桶,合,0,3,41050
套,模块,0,1,41007
1TA,UNKNOWN,0,3,41003.43029785156
季,度,0,1,40950
片,ST,0,1,40930.5205078125
双,PRS,0,1,40921
对米,个,0,2,40920
件,位,0,1,40877
米,架,0,1,40800
公斤,卡,0,1,40737.80078125
桶,把,0,11,40701.16000144959
辆,元,0,2,40700
支,提,0,2,40688.60119628906
瓶,liter,0,1,40611
平方厘米,批,0,1,40544
CAS,CAS,1,4,40462.49838256836
度,m,0,1,40447.2
台,槽,0,1,40400
百,box,0,1,40243.01171875
1卷,箱,0,1,40240.2
支,g,0,6,40152.15007446289
票,车,0,1,40080
立方米,T,0,2,40068
吨(t),UNKNOWN,0,1,40067
件,扎,0,2,40064.56005859375
平方厘米,平方,0,1,40062.94
对,米,0,7,40050.49984741211
小时,月,0,2,40040
UNKNOWN,代,0,1,40000
锭,台,0,1,40000
台,个,0,1,40000
万米,千克,0,1,40000
季,项,0,2,39973.7
24瓶/箱,个,0,1,39960.5703125
*盒,盒,0,1,39960
扎,捆,0,1,39860
K,根,0,1,39816
年,人,0,1,39720
pcs,卷,0,6,39700.46
度,年,0,1,39667.5
PCS,部,0,1,39623.82
顶,平方米,0,2,39600
巴,卷,0,1,39560
/件,UNKNOWN,0,2,39549
袋 .,kg,0,2,39537.81999969482
辆,PC,0,1,39500
只,支(台),0,1,39468
升,辆,0,3,39457.39995117187
纸箱,支,0,1,39441.01953125
批,千支,0,2,39431.59106445313
盒(Pcs),UNKNOWN,0,2,39350.79067993164
台,台/月,0,1,39333
1SA,罐,0,3,39285.0298046875
件,名,0,1,39200
份,卷,0,1,39121
人/次,架次,0,1,39115
平,个,0,1,39102.62
延长米,套,0,1,39092
㎏,米,0,1,39020.3
盘,M,0,3,39005.44006347656
度,公斤,0,1,38995
罐,块,0,2,38814.12
万发,万发,1,2,38805.19140625
批,.,0,1,38800
年,间,0,1,38800
件(1*6),UNKNOWN,0,1,38721.38
幅,块,0,7,38647
把,KG,0,15,38552.86998046875
节,UNKNOWN,0,8,38536.9299993515
千克,SET,0,1,38430
m,组,0,1,38400
吨,set,0,1,38376
袋,BAG,0,1,38373.91967773438
公斤,棵,0,1,38300
台,305米/箱,0,1,38295
百支,支,0,1,38278.2
TAI,扇,0,1,38266
粒,包,0,2,38248.6015625
piece,piece,1,3,38201.56001831055
千米,组,0,1,38190
百个,盘,0,1,38184.82
桶,根,0,19,38157.79992675781
个(盒),批,0,1,38155.47
袋,PAK,0,1,38142.5
盒,千平方英寸,0,1,38104
1HE,台,0,3,38101.98046875
UNKNOWN,工时,0,2,38074.3515625
点,点,1,2,38000
项,kg,0,1,38000
KPCS,套,0,1,38000
项,PCE,0,1,38000
PCS,千粒,0,1,37989
寸,公斤,0,2,37963
*,UNKNOWN,0,2,37960
瓶,千帕,0,1,37950
6支/箱,支,0,1,37932
缸付,个,0,1,37800
箱(4),箱（4）,0,1,37695
根,M,0,5,37676.82
Each,只,0,3,37649.0202331543
万米,个,0,1,37635
/箱,箱,0,2,37632
瓶*天,辆,0,1,37579.85
提,台,0,1,37500
y,码,0,1,37492.8203125
块,盘,0,6,37470
付,盒,0,11,37460.42001190186
次,pcs,0,4,37460.18
樘,扇,0,3,37440
Pcs,PCS,0,2,37397.2998046875
轴,节,0,1,37357
台,TAO,0,3,37259.96997070313
套,相,0,1,37220
卡,米,0,1,37215.55
个,Pc,0,1,37176.74000000001
包,令,0,4,37131.6
件,捆,0,7,37077.75
公斤,桶（25kg),0,1,37050
1KG/罐,罐,0,1,37027.19921875
套,站点,0,1,37000
单,套,0,5,36988
个,宗,0,2,36913
CM,米,0,3,36866
捆,kg,0,3,36853.31
端点,套,0,1,36800
个,LB,0,1,36800
节,批,0,2,36720
个,层,0,1,36720
捆,台,0,3,36699.99997558594
瓶 .,UNKNOWN,0,7,36604.43002319336
MT,英尺,0,1,36588.828125
只/支,批,0,1,36578.4
辆,架,0,1,36500
席,套,0,1,36500
台,工日,0,1,36500
套,码,0,2,36490.26001953125
公斤,Yard,0,1,36489
916188934,UNKNOWN,0,1,36464
粒,PCS,0,3,36331.6796875
千瓦/时,千瓦/小时,0,1,36288
件,处,0,1,36223.19921875
公里,捆,0,1,36169.30859375
百,颗,0,2,36166.22875976563
根,面,0,3,36080.55004882813
m,盘,0,1,36048
个,套米,0,1,36038
6套,个,0,1,36000
箱,CAR,0,1,36000
期,场,0,1,36000
Pcs,UNKNOWN,0,1,35929
千套,平方米,0,1,35880
m,平,0,1,35871
CA,UNKNOWN,0,1,35860
根,提,0,1,35802.30078125
课时,UNKNOWN,0,2,35760
吨,200升/桶,0,2,35737
度,米,0,2,35710.39999999999
pcs,盒,0,11,35697.32001220703
把,pc,0,2,35600
袋,米,0,3,35582.79921875
方,台,0,1,35578.9990234375
套,tao,0,1,35500
刀,盒,0,2,35470.69921875
盒(Pcs),个,0,2,35448.32080078125
19L/桶,项,0,1,35300
款,个,0,2,35296.5
次,元/米,0,1,35226.87890625
克拉,米,0,1,35185
kg,纲,0,1,35158.078125
1组,UNKNOWN,0,3,35104.2984375
轴,套,0,1,35100
个,KUA,0,2,35086
Z18,Z07,0,1,35082.33984375
月,元/㎡,0,1,35017.92
项,册,0,1,35000
月,年`,0,1,35000
ZHI,副,0,1,35000
P,只,0,1,35000
千支,片,0,5,34994.75032226562
套,suit,0,1,34969
粒,把,0,2,34960
托,托,1,1,34950.3984375
KG,Le,0,1,34878
支,粒,0,5,34838.31
票,期,0,1,34804
吨,ton,0,1,34798.421875
千件,KG,0,3,34761.83984375
条,立方米,0,2,34741.96
把,巴,0,22,34740.87060546875
月,张,0,3,34737.77984375
张,盏,0,1,34730
块,环,0,1,34680
UNKNOWN,间/夜,0,1,34677
箱,RL,0,1,34645
胶桶,支,0,2,34622.62829589844
平方,盒,0,3,34616.46997070313
元,/,0,1,34585
升,根,0,3,34575.65
箱,set,0,1,34526
提,板,0,1,34513
双pairs,双pairs,1,1,34400
平方,百平米,0,1,34400
18.1kg/桶,桶,0,1,34400
块,听,0,1,34307.58984375
件/支,只,0,1,34200
床,包,0,3,34120
吨,千瓦时,0,2,34099.3
付,次,0,3,34098
千支,百只,0,1,34057.23046875
片,千件,0,1,34000
公斤,合,0,4,33999.58044433594
副,本,0,2,33943
把（套）,台,0,1,33863.5
升,罐,0,6,33801
吨,元/吨公里,0,1,33800
UNKNOWN,位,0,3,33786.39
个,SETS,0,1,33768.30859375
米,平方尺,0,1,33767.4296875
架,批,0,2,33762
公里,支,0,2,33720
台,PCE,0,2,33650
斤,千,0,1,33643.96875
万片,Pcs,0,1,33632.98828125
桶,m3,0,1,33600
块,千千瓦时,0,1,33560
瓶,毫升,0,2,33550
个(pc),个,0,4,33530.140625
m,km,0,1,33488
条,塔,0,1,33464.5
桶,BUK,0,1,33461.578125
方,片,0,1,33352.87
米,PAC,0,1,33348.421875
M,千米,0,1,33325
米,颗,0,2,33225.330078125
笔,箱,0,1,33182.80078125
极,套,0,1,33149.7
筒,批,0,3,33087.59
颗,条,0,2,33060
pc,批,0,1,33051.80078125
根,ea,0,1,33004
Φ100,台,0,1,33000
只,PKS,0,1,33000
套1,台,0,1,33000
顶,UNKNOWN,0,6,32973.67002716065
码,KG,0,2,32939.09995117188
KL,条,0,1,32914.830078125
桶,桶（18L）,0,1,32880
pcs,包,0,7,32869.8
Tub,桶,0,1,32821.7802734375
Km,UNKNOWN,0,1,32788.37
套,小时,0,4,32761.88037109375
千米,条,0,2,32741.259765625
1TI,UNKNOWN,0,6,32731.87965393066
支,pc,0,6,32668.25
组 .,箱,0,3,32666.25058746338
个,1台,0,4,32631
pkt,盒,0,1,32619
件,加仑桶,0,1,32599.29956054688
台,AU,0,3,32595
MT,套,0,1,32578
平方英尺,只,0,1,32526.69
台,US,0,1,32500
宗,套,0,1,32486.2
台/套,件,0,1,32460
个,车,0,2,32454.64
座,m2,0,1,32397.30078125
一项,项,0,1,32385.12
盒,20g,0,1,32385
台,kwh,0,2,32350
包,副,0,4,32341.06022216797
袋 .,桶,0,2,32316
米,SET,0,3,32281.17999023437
PCS,SHT,0,1,32263.73
件,SU,0,1,32226
罐,张,0,1,32214.259765625
款,张,0,2,32200
轴,UNKNOWN,0,1,32116
个,厘米,0,3,32064.2000390625
吨(MT),袋,0,1,32060
台,巴,0,4,32000
m2,粒,0,1,32000
代,包,0,1,31999.99
块,桶,0,5,31988.01000976563
m3,百米,0,1,31960
令,BK,0,1,31868
万套,套,0,1,31784
组,罐,0,4,31689.16000976563
kWh,宗,0,1,31687
只,件/300只,0,1,31605
套,工,0,1,31600
箱,位,0,1,31560
包,set,0,4,31530.17
块,千米,0,1,31419.359375
千米,SE,0,1,31400
平方英尺,箱,0,1,31342
KW.H,分,0,1,31336
套年,项,0,2,31332.8
公斤,万支,0,1,31320
无,吨,0,1,31305.09
KWH,万度,0,1,31273.919921875
m3,个,0,4,31272
1 台,1件,0,7,31267
升,大桶,0,1,31237.5
Tin,箱,0,1,31200
月,每月,0,1,31200
批,粒,0,2,31133
m2,SM,0,1,31121.08984375
张,架,0,1,31119.86083984375
1 台,1台,0,8,31113.29998779297
包,PACKET,0,2,31090.5
间夜,UNKNOWN,0,2,31079
套,场,0,1,31054.01
米,M米,0,1,31023
粒,瓶,0,2,31020
卷,RL,0,4,31015.570703125
组,卷,0,2,30904.83999694824
平方,M,0,1,30890
项,樘,0,2,30860
桶,平方米,0,3,30853
平方米,罐,0,1,30852
只/支,UNKNOWN,0,1,30816
UNKNOWN,粒,0,3,30799
吨,延米,0,1,30756
提,本,0,3,30696.7099609375
瓶,BOT,0,4,30667.98046875
卷,码,0,2,30641.4390625
1 组,1组,0,4,30522.69055938721
码,UNKNOWN,0,3,30510
CS,UNKNOWN,0,1,30500
1 箱,吨,0,1,30447.53
加仑,KG,0,1,30400
千,片,0,1,30400
轮,批次,0,1,30400
对,EA,0,2,30331
枚,平方米,0,1,30289.8
箱,M*M,0,1,30256.48046875
本,支,0,7,30234.29990882874
车,次,0,2,30156
磨,UNKNOWN,0,1,30127.5
箱(24瓶),箱,0,1,30108.04
只,件/根,0,1,30107
条(Pcs),个,0,1,30089.35007858276
PCS,SH,0,1,30072.67
米,部,0,2,30040
GB,只,0,1,30036
BTL,瓶,0,7,30024.05012216568
包,L,0,2,30015.9
个,令,0,5,30010.33
公斤,杯,0,1,30000
辆/半年,月,0,1,30000
打,副,0,1,30000
