unit_buy,unit_sell,same,npair,v_out
克拉,套,0,1,30000
期,年,0,1,30000
只,炉,0,1,30000
瓶,并,0,4,29994.8
项,袋,0,2,29953.560546875
PCE,UNKNOWN,0,4,29924.92004211426
项,对,0,1,29906.009765625
辆,阻,0,1,29880
UNKNOWN,人次,0,2,29846
PAC,EA,0,1,29785.25
KG,千个,0,1,29732.5
百米,扎,0,1,29724.7
提,袋,0,7,29716.32001972198
公斤,票,0,2,29678
张,贴,0,1,29640
t,台,0,1,29600
mg,mg,1,1,29592.5
公斤,架,0,3,29564
百,PC,0,2,29554.310546875
万支,千只,0,1,29520
kwh,KWh,0,1,29505
万个,批,0,2,29410
items,set,0,1,29407.72
张,立米,0,1,29400.009765625
天,米,0,1,29400
套,单,0,1,29396.2
套,TAO,0,6,29370.52
1HE,包,0,3,29285.58947753906
瓶,ST,0,3,29283.60046386719
RXN,UNKNOWN,0,1,29234
公斤/kg,KG,0,1,29232.8701171875
只,M2,0,2,29117
张数,块,0,1,29117
公斤,case,0,1,29100
pcs,组,0,2,29062.5
瓶,公升,0,2,29062
把,pcs,0,12,29040.76000610352
双,卷,0,14,29021.38018798828
次/年,项,0,1,29000
本,KG,0,1,28996
对米,米,0,2,28980
根,吋米,0,1,28928
只,UN,0,1,28903.861328125
组,辆,0,2,28900
路,台,0,1,28900
条,千件,0,1,28892.5
株,项,0,2,28835
件,Pc,0,1,28800
付,度,0,1,28800
杯,公斤,0,1,28769
台 .,UNKNOWN,0,1,28766.94921875
桶,桶/200L,0,1,28750
百,套,0,4,28746.01
百粒,粒,0,3,28678
只,SEW,0,1,28577.24926757813
千瓦时,双,0,1,28559.34
915938447,UNKNOWN,0,1,28553.51953125
付,颗,0,2,28501.10009765625
串,吨,0,1,28500
台/套,户,0,1,28461
把,桶,0,13,28437.16
千克,EA,0,4,28429.99962158203
千件,台,0,5,28427.9
粒,卷,0,2,28418
粒,顶,0,1,28400.009765625
支,km,0,1,28381.5
万支,米,0,1,28354
台,ZHI,0,3,28351.7998046875
千克,M2,0,1,28350
立方,KG,0,3,28340
PCE,根,0,1,28304.1
双,片,0,3,28297.25036621094
-,块,0,1,28200
台,台/次,0,1,28180
辆,盒,0,2,28119.84985351563
箱,pack,0,2,28098.400390625
千克,加仑,0,1,28087.849609375
点,项,0,1,28002
PCS,k/pcs,0,1,28000
桶,册,0,1,27999
米,kwh,0,1,27989.400390625
箱,部,0,1,27917
包,M,0,1,27900
g,UNKNOWN,0,4,27827.13
个,BOX,0,5,27795.81
M,set,0,3,27766.84
净吨,净吨,1,1,27766.15
支,vial,0,1,27729
桶,CA,0,2,27720.7
件12,件,0,1,27705
T,根,0,5,27640.69995117188
PCS,份,0,1,27625
套,册,0,2,27612
排,个,0,5,27577.83
根,gen,0,1,27563.80078125
支,炉次,0,1,27560.4
0,次,0,1,27550
件,piece,0,7,27545.70001342773
1式,个,0,1,27539.970703125
卷,立方,0,2,27520
米,跟,0,1,27500
打,顶,0,1,27488
只,粒,0,7,27477.79999923706
m3,千块,0,1,27459.51953125
箱,克,0,2,27445
件,ml,0,2,27420
床,码,0,1,27364.099609375
箱,散,0,1,27360
T,piece,0,1,27342
扇,个,0,4,27335.4306640625
件,2.5kg*4袋,0,1,27300
把,双,0,5,27289.98016357422
米,piece,0,2,27254.65061950684
箱-12,个,0,1,27240
台,床,0,2,27236
cm2,块,0,1,27230.94
万米,盘,0,3,27200
只/支,个,0,3,27160.28
套,万千瓦时,0,1,27150
916643059,PCS,0,1,27111
Pcs,根,0,2,27050
桶,kg/t,0,1,27039.5390625
袋 .,袋,0,14,27027.7296264267
瓶,次,0,6,27024.2197265625
本,元,0,1,27000
条,m2,0,1,27000
模,模,1,1,27000
1,季度,0,1,27000
一套,套,0,1,27000
UNKNOWN,船年,0,1,27000
颗,kg,0,2,26921.83984375
15瓶箱,件,0,1,26917.8701171875
CON,个,0,1,26917.22
V76,500克*20包/件,0,1,26875.169921875
千只,千颗,0,1,26843
千条,千条,1,3,26806.86026000977
Kg,瓶,0,4,26795.13989257813
T,袋,0,2,26780
万只,pcs,0,1,26753.75
10盒,十合,0,1,26695.05078125
条,万个,0,1,26686
线,台,0,1,26661.5302734375
千克,辆,0,1,26620
站,台,0,1,26600
辆,PCS,0,6,26588.40045166016
无,条,0,1,26550
次,艘,0,2,26548.8
立方,M3,0,1,26535
元/支,桶,0,2,26489.48010253906
Y07,Z49,0,1,26448.560546875
BOX,包,0,1,26403
吨,桶（15kg）,0,1,26400
立方,pcs,0,1,26350
ct,ct,1,1,26350
副,条,0,8,26250.55000976563
Meter,Meter,1,1,26244
305米/箱,305米/盘,0,1,26200
千条,个,0,1,26177.73046875
吨,km,0,3,26163.30004882813
UNKNOWN,M,0,4,26160.27922058105
套,套（件）,0,1,26157
捆,UNKNOWN,0,1,26126
加仑,EA,0,1,26100
公斤,pc,0,3,26034.3203125
个,人/天,0,1,26000
KWh,套,0,1,26000
千件,卷,0,1,25971.61
双,M,0,1,25971.6
式,件,0,2,25956
百件,百件,1,1,25900
500g,盒,0,3,25878.37963867188
Each,罐,0,1,25812.26953125
元,无,0,2,25782.44
鼓,支,0,1,25740.69921875
百米,km,0,2,25645.49963378906
1 瓶,6罐,0,3,25621.90002441406
1BT,只,0,2,25608.5400390625
公斤,对米,0,1,25600
组,扇,0,1,25600
kg,串,0,2,25570
基,套,0,1,25560
把,副,0,7,25547.4
票,件,0,3,25542.56
镗,镗,1,1,25536
支 .,支.,0,3,25533.30000686646
t,公斤,0,1,25500
副,箱,0,7,25482.4
MT,kg,0,1,25480
台,单,0,1,25460
500g,份,0,1,25458
千件,瓦,0,1,25440
寸,平方米,0,1,25410
PCS,KA,0,1,25406.70068359375
副架,组,0,1,25400
卷,JUA,0,1,25374.5
kt,kt,1,1,25361.119140625
吨(t),支,0,1,25353.25
壶,箱,0,1,25340
卷,100M单线,0,1,25293.26953125
辆,块,0,3,25270
桶,18kg/桶,0,2,25230
立方米,set,0,1,25200
个,支,0,1,25200
台,袋,0,13,25164.71001052856
台,个/3年,0,2,25160
辆,付,0,2,25146
Kg,度,0,1,25116.25
瓶,平方米,0,4,25101.76965332031
支（12*1250ml）,支,0,1,25100
瓶,m3,0,2,25074.75
顶,张,0,4,25044.5
位,套,0,1,25024.91015625
百支,件,0,1,25021.65026855469
对,瓶,0,2,25005.400390625
米,元,0,1,25000
桶,KAN,0,2,24974
式,只,0,1,24964
提,套,0,1,24962.849609375
吨,期,0,1,24953.32
m,卷,0,3,24944.46921539307
千件,百个,0,1,24858.92
T,箱,0,2,24858
升,桶（15kg）,0,1,24840
K,台,0,1,24820
个,单元,0,1,24750
片,合,0,4,24689
缸付,件,0,2,24656
个,1包,0,3,24652.25000610352
部,块,0,1,24640
個,个,0,2,24639.83984375
组,公斤,0,5,24620.99970703125
Kwh,千瓦.时,0,1,24615.109375
套,KM,0,1,24570
台,bar,0,1,24515
吨,米 m,0,1,24500
个,MEI,0,1,24500
瓶,项,0,4,24498.01953125
组,台（套）,0,1,24480
UNKNOWN,晚,0,1,24473.56
床,件,0,5,24430.75003814697
听,Z36,0,1,24430.27976989746
车,件,0,1,24382.39990234375
189KG/桶,公斤,0,1,24381
1CA,瓶,0,6,24357.75029754639
支,CA,0,2,24307.47998046875
副,pcs,0,2,24298
SET,BOX,0,1,24280
卷,粒,0,2,24268.3
KVA,根,0,1,24259.61
档,m2,0,1,24252.80078125
套,筒,0,3,24250
千套,米,0,1,24177.5
米,JUA,0,2,24133
人位,位,0,1,24112.140625
UNKNOWN,人/天,0,1,24090
箱,115g,0,1,24013.4599609375
kg.,公斤,0,1,24000
次,X,0,1,24000
万支,KG,0,1,24000
台,寸,0,1,24000
批,10ML,0,1,24000
笔,季度,0,1,24000
方,平方,0,1,24000
Pcs,pcs,0,1,24000
个,信道,0,1,24000
颗,块,0,4,23962.06983947754
T,块,0,3,23940
BAG,盒,0,1,23922
英尺,公斤,0,1,23920
m2,EA,0,1,23920
部,付,0,2,23920
M2,piece,0,1,23904.35
KM,PC,0,2,23882.95
幅,条,0,2,23840
台,10套,0,1,23800
听,包,0,2,23784.8
套/件,UNKNOWN,0,1,23750
支,千只,0,4,23743.22
副(pr),副,0,1,23726.58
208L/桶,升,0,1,23700
个/月,UNKNOWN,0,1,23644.92
吨(MT),瓶,0,1,23640
把,式,0,3,23612.93
公斤,ST,0,2,23595.76078033447
季,Each,0,1,23550
根,6米/根,0,1,23532.80078125
千瓦时,/,0,1,23497.599609375
平方米,毫米,0,1,23450.919921875
卷,室,0,1,23408
千瓦时,升,0,1,23400
千只,千件,0,1,23389.31
根,扎,0,1,23380
PIECE,套,0,1,23378.48
盘,PC,0,3,23374.44999694824
千只,千克,0,1,23360
cm,片,0,1,23318.80078125
坛,瓶,0,2,23306.259765625
个,包（85个/包）,0,1,23292
t2,台,0,1,23250
只,版,0,2,23212.92
票,公里,0,1,23101
公斤,GJ,0,1,23100
UNKNOWN,GE,0,1,23084
个,合,0,14,23077.17997440338
EA,管,0,1,23040
块,元/月/台,0,1,23000
千米,捆,0,1,22998
粒,副,0,1,22980
袋 .,包,0,6,22978.46077453613
k,个,0,1,22908.16015625
单机,台,0,1,22900
包,月,0,2,22856.58999023437
包（18g）,袋,0,1,22832
双,桶,0,1,22800
200/桶,桶,0,1,22800
立方,付,0,1,22773.6
kpcs,个,0,1,22745.31
升,PC,0,3,22720.95993041992
PC,双,0,2,22666.40075683594
盒,公斤（千克）,0,1,22640
把,合,0,6,22629.05986366272
人/次,人/次,1,1,22620
千条,只,0,1,22586.41015625
SET,m2,0,1,22542.62
只,TAO,0,4,22500.599609375
305米/箱,米,0,1,22500
PAK,只(支),0,1,22464
TAI,SET,0,1,22464
卷,简,0,1,22425
吨,艘,0,1,22392
PS,件,0,2,22345
碗,件,0,2,22328.8896484375
万只,UNKNOWN,0,2,22321.58001708984
kg,m3,0,1,22320
只,位,0,1,22320
月,式,0,1,22308
主架,套,0,1,22275
万条,米,0,2,22230.23999023438
板,包,0,2,22226.81005859375
台,STE,0,1,22221.4609375
次,组,0,3,22200
个,色,0,1,22200
kg,psc,0,1,22170
M,pcs,0,2,22168.71997070313
份,印张,0,1,22161.6
张,set,0,1,22140
块,CM2,0,1,22109.61
台,L,0,1,22100
Z06,公斤,0,1,22049.28930664063
支,box,0,1,22032
个,圈,0,4,22030.98994140625
件,CP,0,1,22022
项,GJ,0,1,22000
LB,套,0,1,22000
台,台1,0,1,22000
KG,桶/20KG,0,1,22000
公斤,具,0,1,22000
天,趟,0,2,22000
片,次/件,0,1,22000
公升,个,0,4,21991.38
项,单,0,1,21986.76
批,万只,0,1,21978
1PR,UNKNOWN,0,3,21960.96948242188
盒,人/份,0,1,21960
刀,批,0,1,21945
双,扎,0,2,21921.400390625
m,支,0,1,21902.04
kg,轴,0,2,21877.5
件,部/年,0,1,21875
1,票,0,1,21858.6
吨,合,0,1,21845
包 .,UNKNOWN,0,2,21835.169921875
台,每一个,0,2,21820
打,对,0,2,21808
1,平米,0,1,21764
百米,批,0,1,21760
组,BOT,0,1,21750
UNKNOWN,Piece,0,1,21736
件,日,0,1,21700
包,粒,0,3,21676.5
条,百套,0,1,21663.05078125
台,套/台,0,1,21620
次,半年,0,1,21600
每百升,升,0,1,21600
吨,pc,0,1,21583.22
月,天/元,0,1,21562.19921875
瓶,Pcs,0,2,21529.990234375
M3,吨,0,1,21520
筒,桶,0,5,21500.600078125
箱/305米,米,0,1,21470
盘,面,0,1,21450
年,台,0,4,21440
组,包,0,5,21439.80004882813
PC,kg,0,1,21432.669921875
次,双,0,1,21432.06
公斤,百个,0,1,21431.2890625
套,NM3,0,1,21423.75
卡,瓶,0,11,21421.20995483398
捆,公斤,0,7,21373
平方米,码,0,2,21320
包,碟,0,1,21307.16015625
包 .,吨,0,1,21304.84
万发,t,0,1,21268.64
千克,千粒,0,1,21216.9
人次,UNKNOWN,0,1,21200
KM,瓶,0,1,21183.599609375
ZHI,件,0,1,21160.4609375
件L,件,0,1,21145.94
只,1台,0,2,21113.140625
1个,个,0,10,21099.4299609375
块,piece,0,2,21060.00001831055
根,GEN,0,2,21025.5
18升/桶,支,0,1,21000
6×4ml,箱,0,1,21000
公斤,跟,0,2,20944.5
节,盒,0,4,20939.53994140625
把,m2,0,2,20927.2001953125
千个,千件,0,1,20900
吨,支/12M,0,1,20900
kg,每一个,0,1,20884.5
箱,并,0,3,20845.2001953125
台/套,个,0,1,20837.1201171875
季度,次,0,2,20785
个,天,0,4,20779
箱-576,包,0,1,20745
米,页,0,1,20720
卡,条,0,2,20713.779296875
盘,片,0,2,20700
KG,千米,0,1,20691.470703125
**,条,0,1,20676.04
平方米,M3,0,1,20660
件,台次,0,2,20657
架,组,0,2,20643.06005859375
pcs,本,0,9,20620.39
个,单,0,1,20618.26953125
票,宗,0,1,20567
套,SE,0,2,20562
UNKNOWN,床,0,4,20546
pcs,根,0,9,20528.169921875
件,间,0,2,20510
根,页,0,1,20501.77
个,PS,0,4,20479
副,张,0,5,20463
千只,把,0,2,20453.9
米,BOX,0,1,20423.359375
件,兆瓦时,0,1,20416
公斤,公斤（千克）,0,1,20293.650390625
KG,G,0,1,20275.98046875
顶,副,0,3,20251.3
9条（箱）,条,0,1,20250
1片,UNKNOWN,0,1,20225.75
只,盘,0,13,20213.94998535156
车付,组,0,1,20182
PCS,㎡,0,1,20145.580078125
单个,UNKNOWN,0,1,20100
平米,T,0,1,20095
大包,个,0,1,20090.580078125
次,台班,0,1,20067
平方,延米,0,1,20007
台付,台,0,1,20000
付,项,0,1,20000
平米/年,UNKNOWN,0,1,20000
柜,立方,0,1,20000
项,.,0,1,20000
根,千千瓦时,0,1,20000
㎡,册,0,1,20000
*,次,0,1,20000
千件,樘,0,1,20000
UNKNOWN,拍,0,1,20000
平方米,座,0,1,20000
只,通道,0,1,20000
ea,kg,0,1,19996.7
件,磅,0,1,19969.099609375
口,只,0,3,19917.98004150391
1 KG,1kg,0,2,19902.36960983276
台,KUA,0,2,19900
只,舰套,0,1,19898
L,ml,0,2,19890
个,尊,0,1,19887.09
支,板,0,2,19875
升,T,0,1,19803
路,只,0,1,19800
台,太,0,1,19800
包/件,UNKNOWN,0,1,19796.599609375
大盒,大盒,1,1,19780.33984375
支,SE,0,1,19778
1 瓶,12瓶,0,1,19745.04023456573
M3,块,0,1,19733.4
辆,周,0,1,19720
只,㎡,0,2,19711.27978515625
盒,副,0,9,19707.75020141602
Pcs,组,0,1,19620
副,把,0,5,19608
公斤,缸,0,2,19600
m3,m2,0,1,19600
台/套,项,0,1,19600
刀,个,0,3,19585
T,瓶,0,1,19567.80078125
KG,万箱,0,1,19538.51953125
KM,个,0,10,19519.83000183105
UNKNOWN,幢,0,1,19505
1台,批,0,1,19503
双,次,0,1,19500
升,18升,0,1,19500
盒,20G*20S,0,1,19500
KKM,台,0,1,19500
支,千支,0,3,19492.10012695313
吨*天,吨*天,1,1,19488.91015625
平米/月,次,0,1,19480.2
条,对芯,0,1,19464
包,捆,0,6,19437.1096484375
平方米,笔,0,1,19422.4
双（pr),双,0,1,19369.35
平方分米,千克,0,1,19354.6
平方,付,0,2,19340
支(Pcs),个,0,2,19336.80004882813
条,SM,0,1,19320.79
袋,代,0,8,19294.4601953125
箱,百米,0,3,19280
TAI,PC,0,1,19241.009765625
千米,台,0,1,19240.650390625
pc,副,0,1,19230
kW.H,月,0,1,19219.279296875
升,桶/170kg,0,1,19200
千克,毫克,0,1,19200
批,工时,0,1,19133.01
RL,批,0,1,19130.4296875
捆,根,0,4,19114.40000038147
吨,50x50x5,0,1,19110
对,付,0,4,19103.69921875
米,芯,0,2,19100
H,件,0,1,19094.4
只/支,PCS,0,1,19093.439453125
Z06,358克*30包/件,0,1,19037.3203125
斤,克,0,1,19006.560546875
公斤,PIECE,0,1,19000
Kwh,度,0,1,18980.25
袋,g,0,3,18970.24003601074
台,J件,0,1,18952
块,颗,0,5,18942.5
CA,CA,1,2,18926.58056640625
年,月份,0,1,18925
秕,批,0,1,18901
个,个/把,0,1,18900
PCS,副,0,4,18896.79990386963
份,公斤,0,2,18882.5
付,箱,0,5,18878.4
船套,个,0,1,18841.859375
年,批,0,9,18819
P,piece,0,1,18783.7705078125
件(pc),件,0,2,18780.05
支,具,0,2,18780
件,1,0,2,18766
台,头,0,1,18756
卷,items,0,1,18732
面,1,0,1,18710
台,半年,0,1,18700
月份,月,0,1,18700
KFT,批,0,1,18700
批,具,0,2,18690
樘,张,0,1,18679.060546875
平方米,SQM,0,1,18645.119140625
塑瓶,瓶,0,2,18626.5
1批,个,0,1,18620
台,点,0,2,18600
箱【120】,kg,0,1,18573.04
1BX,箱,0,3,18559.86
包,BAO,0,2,18530
千只,千,0,1,18529
盘,盒,0,4,18522.79992675781
1袋,批,0,3,18508.73929824829
PCS,天,0,1,18500
张,ea,0,1,18500
瓶,ML,0,1,18499.099609375
桶,并,0,3,18491
拾,盒,0,1,18481
个,kw.h,0,1,18478.669921875
平方,m,0,1,18400
缸,套,0,1,18390
本,笔,0,1,18361
万只,节,0,6,18348.36009216309
具,项,0,1,18312
批,千瓦时,0,1,18300
付,卷,0,12,18300
千支,EA,0,1,18299.75
台,批次,0,1,18285
箱,元,0,2,18250
车,条,0,1,18221.279296875
听,kg,0,1,18220
Litre/升,桶,0,1,18210.91015625
元/台/年,项,0,1,18200
件,粒,0,5,18179.59990234375
1台,件,0,2,18160
支,千,0,3,18137.83984375
立方米,EA,0,1,18130.80078125
件,LC1,0,1,18105.23
桶,16KG/桶,0,1,18100
次,支,0,7,18079.03000076294
915642294,UNKNOWN,0,1,18057.6494140625
915646334,个,0,1,18031.0498046875
月,每天吨,0,1,18029.69921875
把,BA,0,1,18018.939453125
点/年,台/年,0,1,18000
公斤,Set,0,1,18000
柱,条/块,0,1,18000
次,工时,0,1,18000
吨,万米,0,1,18000
册,米,0,1,18000
串,个,0,2,17934.01
根,平方,0,2,17906
套,罗,0,1,17886
单个,个,0,1,17885.82958984375
台,季度,0,1,17866
平方米,面,0,2,17859.53
公里,箱,0,1,17840
pcs.,个,0,1,17838.66015625
瓶,1,0,3,17836.4
批次,UNKNOWN,0,1,17830.58984375
支,人份,0,2,17800
套,捆,0,2,17792
平方,桶,0,3,17754.5
对,千克,0,3,17738.19995117188
巴,只,0,5,17719.4
具,千克,0,3,17717
只,每个,0,1,17711.80078125
千只,KG,0,1,17658
箱,一个,0,1,17654
次,㎏,0,1,17642
UNKNOWN,点,0,3,17640
桶,1加仑桶,0,1,17625
份,人份,0,2,17600
RL,箱,0,1,17600
m2,盆,0,1,17600
付,袋,0,6,17561.54022216797
条,盏,0,1,17550
盒,Box,0,1,17540
1 盒,1盒,0,6,17531.25995826721
双,块,0,5,17525
门,个,0,1,17520
辆,天,0,1,17520
立方,季度,0,1,17484.830078125
罐,磅,0,1,17480
平方,PC,0,1,17474.16015625
千件,斤,0,1,17467.8994140625
8720.78米,米,0,1,17441.56
千升,瓶,0,1,17415.400390625
2L/桶,桶,0,1,17400
卷,度,0,2,17357.150390625
支 .,盒,0,1,17344.80078125
kg毛,个,0,1,17305
M,圈,0,1,17285
节,set,0,1,17280
米,本,0,3,17270
公斤,万套,0,2,17242.5
公斤,6*150*600,0,1,17216.54
m3,公斤,0,2,17211
合,PC,0,1,17210
副,卷,0,6,17146.3
次/件/项,票,0,1,17130
付,平方米,0,3,17100
FU,次,0,1,17088
片,团,0,1,17065.759765625
公里,件,0,2,17039.6
千立方米,M3,0,2,17035.31008789063
公斤,90,0,1,17010
元/项,元/根,0,1,17000
平方,车付,0,1,17000
元/根,元/项,0,1,17000
吨,百米,0,1,17000
UNKNOWN,对,0,7,16960.76998291015
桶,辆,0,1,16956
SF,双,0,1,16950.15
M2,樘,0,1,16920
笔,个,0,4,16914.48981689453
颗,副,0,1,16908.01953125
台,挂,0,1,16900
块,t,0,1,16875
月,立方,0,2,16851
㎡,盘,0,1,16848
平方,份,0,1,16834
瓶,壶,0,6,16832.40000610351
批,部,0,1,16800
set,支,0,1,16800
付,筒,0,1,16790
1瓶,瓶,0,8,16768.60004234314
KG,R,0,1,16740
万米,UNKNOWN,0,1,16732.73046875
对,包,0,4,16708.40009784698
板,片,0,1,16697
樘,捆,0,1,16691.119140625
20,只,0,1,16640
条,扎,0,2,16637.8
台,公分,0,1,16600
卷,每一个,0,1,16563.97998046875
桶,BK,0,2,16558.25
台,道,0,1,16540
平米,M2,0,1,16525.5
PSC,块,0,1,16500
户,只,0,1,16500
串,米,0,1,16500
万片,支,0,1,16500
套,C1KS,0,1,16500
1 kg,1kg,0,23,16481.49003410339
张,通道,0,1,16480
包,盘,0,6,16467.60009765625
令,平方米,0,2,16459.27978515625
月,半年,0,2,16400
箱,捆,0,4,16399.18017578125
双(pr),根,0,1,16380.26
毫米,M,0,1,16380
EA,SU,0,1,16380
包装,个,0,2,16377.5
箱,碟,0,1,16369.5
pc,千克,0,2,16363.90019226074
只,串,0,1,16351.8
万米,套,0,1,16300
捆,㎡,0,1,16294.9404296875
1 批,1包,0,1,16289.03042602539
平米,件,0,3,16284.830078125
张,页,0,1,16280
1PC,支,0,3,16241.65028022766
口,套,0,2,16240
捆,千克,0,1,16185
PC,BOT,0,1,16165.169921875
UNKNOWN,set,0,2,16160.2001953125
腔,件,0,1,16153.7802734375
副,m2,0,1,16102
吨,桶/200L,0,1,16100
mg,批,0,1,16100
916175245,UNKNOWN,0,1,16093.3896484375
袋,付,0,4,16083.3
ml,EA,0,1,16080
尺,尺,1,1,16072
台套,片,0,1,16063.21948242188
中桶,桶,0,2,16050.28002929688
平米,付,0,1,16017.6
ST,副,0,1,16000
PCS,托,0,1,16000
平方,宗,0,1,16000
辆,车,0,1,16000
项,ST,0,1,15999.98046875
套,PCE,0,2,15985.93994140625
万片,张,0,2,15978.60034179688
袋,张,0,5,15964.1
个,LDJLZ-II,0,1,15960
合,公斤,0,3,15944.59008789063
千,UNKNOWN,0,1,15940
kg,万支,0,1,15936.29
支,M,0,4,15935.0603515625
千套,箱,0,1,15933
条,杯,0,2,15914.48029785156
瓶 .,支,0,1,15884
套,台（套）,0,1,15826
1kit,盒,0,1,15813
卷（305米/卷）,箱,0,1,15750
其他,项,0,1,15744
拾支,把,0,1,15743.01953125
1 kg,包,0,2,15720.7001953125
PCS,CAS,0,2,15695.6396484375
千套,片,0,1,15693.4
平方英尺,UNKNOWN,0,1,15680
个,100米/箱,0,1,15664.6796875
包,ea,0,1,15650
盘,块,0,5,15620.40002441406
扎,批,0,1,15620
眼,项,0,1,15600
6包/件,包,0,1,15600
樘,项,0,3,15595
公斤,千克(公斤),0,3,15583.75
公斤,y,0,1,15579
件,L,0,3,15560.2
箱,颗,0,3,15520
张,领,0,1,15480
平方米,㎏,0,1,15480
份,块,0,3,15474.7802734375
个,/,0,2,15472
饼,盒,0,1,15470
m2,m,0,2,15468
辆,部,0,2,15456.8798828125
批,支(台),0,1,15419.64
扇,件,0,2,15415
UNKNOWN,L,0,2,15413.330078125
CM2,UNKNOWN,0,1,15408
立方,?,0,1,15400
次,.,0,1,15400
模,个,0,1,15380
千个,卷,0,1,15374.349609375
挂,个,0,1,15364
罐,200G,0,1,15347.150390625
打,桶,0,2,15323.28002929688
米,㎏,0,3,15311.14990234375
片,码,0,1,15304.7998046875
次,元/吨,0,1,15280.099609375
包,包/盒,0,1,15246.04
盘,UNKNOWN,0,5,15244.86000900268
卷,1台,0,1,15242.17
台,合,0,6,15238.5
米,T,0,1,15231.75
次,片,0,2,15222.41015625
具,组,0,1,15200
20GP,UNKNOWN,0,1,15176
UNKNOWN,PRS,0,1,15169.23
只,提,0,3,15126.5
套,款,0,1,15120
杯,罐,0,1,15118.0400390625
个,each,0,5,15089.00009765625
笔,根,0,1,15077.5
盒,pcs,0,3,15074.6203515625
1 袋,1袋,0,14,15057.89996910095
瓶,CAN,0,1,15050
枚,pcs,0,1,15016.2998046875
米,年,0,1,15000
公斤,5色,0,1,15000
件,立方米,0,1,15000
桶,PC,0,4,14985.00024414063
份,无,0,2,14975
桶,克,0,4,14969.900390625
立方米,元/吨,0,1,14946.4
PCS,板,0,3,14909.5
Polybag(10prs),副,0,1,14900.01
台,份,0,6,14871
筒,UNKNOWN,0,2,14854.35997314453
年,BL,0,1,14850
顶,EA,0,2,14838.3203125
筒,本,0,2,14836.7998046875
套/支,套,0,1,14800
只,立方米,0,2,14800
宗,平方,0,1,14800
支,斤,0,6,14791.58998985291
袋(1.08公斤),盒,0,1,14780.64
盘,宗,0,1,14700
915653267,4升,0,1,14673.919921875
4L,瓶,0,1,14643
瓶组,UNKNOWN,0,1,14619.259765625
次,节,0,1,14600
公斤,机,0,1,14600
立方,瓶,0,3,14588.74005126953
T,TON,0,1,14580
场,批,0,1,14568.2001953125
卷,捆,0,8,14522.69995117188
个,4,0,1,14503.52
次,SET,0,1,14488
吨,小时,0,1,14476.21
公斤,月,0,2,14469.21997070313
张,拎,0,1,14450
瓶,ml,0,1,14438.1
把,BOX,0,1,14391
码,kg,0,2,14387
KM,扎,0,2,14380
百条,副,0,1,14343.15991210938
m,kg,0,1,14324.12
听,吨,0,3,14313
K,pcs,0,1,14300
件,ZTO,0,1,14270.7998046875
张.,千克,0,1,14250
Pc,Pc,1,1,14250
米................30,个,0,1,14245.5
套,处,0,2,14212.94995117188
架,千克,0,3,14168
幅,平方,0,2,14164
块,斤,0,2,14150
瓶,本,0,9,14129.06989898682
1TO,套,0,5,14127.7399597168
十张,卷,0,2,14126
毫升,瓶,0,2,14100
公斤,圈,0,4,14094.06
箱,包*,0,1,14094
km,公斤,0,1,14093
方,KG,0,1,14080.080078125
瓦,KVA,0,1,14073.4404296875
克,mg,0,1,14052.35
百支,把,0,1,14048
具,8L,0,1,14040
个,管,0,1,14022.599609375
915377359,件,0,1,14015.990234375
kg,3人往返,0,1,14000
m^2,公斤,0,1,14000
只,L,0,1,14000
批次,箱,0,1,14000
部,m,0,1,14000
1.5米,条,0,1,14000
KPCS,Kpcs,0,1,14000
包,PCK,0,1,13972
十张,张,0,1,13966
把,项,0,4,13953.9
500ml+120ml,台,0,1,13950.34
万卡,套,0,1,13940
瓶,100g,0,2,13936.6396484375
盘,km,0,1,13920.93
双,支,0,5,13903
1ZH,UNKNOWN,0,7,13895.76013183594
组,ST,0,1,13888.3701171875
平方米,万张,0,1,13880
毫米,张,0,2,13872.1
轴,条,0,1,13860
SET,桶,0,1,13845
套,道,0,1,13800
公斤,发,0,1,13800
个 .,个,0,40,13795.85997754335
粒,块,0,3,13792.69999694824
把,具,0,1,13752.80029296875
台,mm2,0,1,13722
瓶组,套,0,1,13695.9501953125
个,SH,0,1,13693.7
平方,位,0,1,13680
只,PC-个,0,1,13680
简,盒,0,1,13677.41030883789
公里,个,0,2,13670
m,只,0,4,13668.25
公斤,颗,0,6,13657.04000854492
套,顶,0,10,13651.32021484375
把,册,0,1,13650
each,升,0,1,13611.05
巴,PCS,0,1,13600
台,台/年,0,1,13600
每平米,吨,0,1,13566
平方,瓶,0,2,13545
瓶,bt,0,2,13530.01000976563
根,瓶,0,10,13520.73999595642
公斤,元,0,1,13508
kpcs,只,0,1,13500
T,付,0,1,13500
全套,根,0,1,13483.84
套,锭,0,1,13440
罐,Le,0,1,13413.6
平方毫米,套,0,1,13388
辆,T,0,1,13380
拾支,件,0,1,13375.10009765625
节,张,0,2,13352
架,把,0,5,13335.94995117188
元/斤,元/斤,1,1,13320
台,MW.h,0,1,13310
提,kg,0,2,13301.74
件L,支,0,1,13289.25
个PCS,个PCS,1,1,13250
平方米,千块,0,1,13247.98046875
个,台/套,0,1,13247
kw/h,度,0,1,13222.8603515625
位,UNKNOWN,0,2,13200
m2,吨,0,1,13200
1 包,包,0,2,13190.7700390625
