product_id,unit_std,dimension,nrec,value,share,qty_std,v_prod
106030200,千瓦时,ENERGY,1,51926.6015625,.0005993867865252,48404.21875,86632876.68307114
106030200,份,SERVICE,1,23525,.0002715481800987,2,86632876.68307114
106030200,项,SERVICE,3,865,9.98466209502e-06,19,86632876.68307114
106030200,卷,CONTAINER,1,410,4.73261440342e-06,2,86632876.68307114
106030200,次,SERVICE,1,85,9.81151766563e-07,3,86632876.68307114
106030200,箱,CONTAINER,1,78,9.00351032846e-07,1,86632876.68307114
106040101,个,COUNT,1221,39801952.07882537,.7303018870333829,33202006.62890625,54500683.60155555
106040101,UNKNOWN,UNKNOWN,57,5179213.189246723,.0950302426866972,463239.4604949951,54500683.60155555
106040101,套,SET,85,3760381.414690018,.0689969586837015,824389,54500683.60155555
106040101,千克,MASS,13,1798458.536132813,.0329988252859544,52969.0000667572,54500683.60155555
106040101,包,CONTAINER,120,1012709.433756828,.0185815914009549,136556.6000976563,54500683.60155555
106040101,盒,CONTAINER,106,893364.4840826988,.01639180327744,183958,54500683.60155555
106040101,批,BATCH,15,706257.8046875,.0129586962587629,265,54500683.60155555
106040101,箱,CONTAINER,30,457796.5735473633,.008399831768978,3589,54500683.60155555
106040101,OTHER,OTHER,69,295735.0044448376,.005426262294376,126756,54500683.60155555
106040101,瓶,CONTAINER,22,218116.6073303223,.0040020893852439,49922,54500683.60155555
106040101,卷,CONTAINER,34,146281.5476937294,.0026840314290949,21791,54500683.60155555
106040101,袋,CONTAINER,26,84351.36935424805,.0015477121346023,20170,54500683.60155555
106040101,桶,CONTAINER,11,59978.00844955444,.00110050011277,31889,54500683.60155555
106040101,平方米,AREA,2,49463.119140625,.0009075687839485,52577,54500683.60155555
106040101,副,SET,11,15111.63017272949,.0002772741399577,1913,54500683.60155555
106040101,份,SERVICE,2,14970,.0002746754537878,2801,54500683.60155555
106040101,千米,LENGTH,4,6528,.0001197783141167,1.788,54500683.60155555
106040101,罐,CONTAINER,1,14.80000019073486,2.71556230357e-07,1,54500683.60155555
106040102,个,COUNT,2448,87612460.31330088,.7971066372524647,39648276.58618164,109913098.4723587
106040102,项,SERVICE,2,3425379.25,.031164431697478,73,109913098.4723587
106040102,套,SET,144,3267853.701370955,.029731249021178,650854,109913098.4723587
106040102,千克,MASS,17,3097009.6640625,.0281768934467928,430438.4001960754,109913098.4723587
106040102,包,CONTAINER,340,2987220.041788101,.0271780168451837,266870,109913098.4723587
106040102,UNKNOWN,UNKNOWN,116,2408113.400706291,.0219092486170963,537474,109913098.4723587
106040102,批,BATCH,29,2176312.971427917,.0198003058932528,1460,109913098.4723587
106040102,箱,CONTAINER,84,1749620.419662476,.0159182157902907,15650,109913098.4723587
106040102,盒,CONTAINER,260,1611995.742768764,.0146660931697249,217219.2998046875,109913098.4723587
106040102,OTHER,OTHER,185,759180.7347900867,.0069070997482707,85569.5,109913098.4723587
106040102,袋,CONTAINER,67,520314.339925766,.0047338701861509,112832.5,109913098.4723587
106040102,卷,CONTAINER,31,132164.2316455841,.0012024429615986,21235,109913098.4723587
106040102,副,SET,35,81782.69055461884,.0007440668281696,5919,109913098.4723587
106040102,瓶,CONTAINER,21,41233.28002786636,.0003751443695151,3430,109913098.4723587
106040102,桶,CONTAINER,14,27564.72012329102,.0002507864895668,2316,109913098.4723587
106040102,千米,LENGTH,5,10372.38017582893,.0000943689179906,.6841600036621094,109913098.4723587
106040102,次,SERVICE,3,3947.650024414063,.0000359161017138,8,109913098.4723587
106040102,票,SERVICE,1,434.0700073242188,3.94921090714e-06,81,109913098.4723587
106040102,单,SERVICE,2,138.8699960708618,1.26345265488e-06,15,109913098.4723587
106040103,套,SET,161,15646191.88267899,.4721886046134834,126962,33135471.14396459
106040103,个,COUNT,1113,15504972.32196569,.467926719816381,726584,33135471.14396459
106040103,UNKNOWN,UNKNOWN,42,551695.2145061493,.0166496867393007,17637,33135471.14396459
106040103,千克,MASS,6,328649.0451049805,.0099183453187398,101731.7001838684,33135471.14396459
106040103,批,BATCH,10,286057.5399780273,.0086329703517776,139,33135471.14396459
106040103,立方米,VOLUME,2,284615,.0085894357368098,205.8000030517578,33135471.14396459
106040103,副,SET,56,117294.6794719696,.0035398524729694,8525,33135471.14396459
106040103,OTHER,OTHER,53,96058.48011016846,.0028989622538584,7890,33135471.14396459
106040103,盒,CONTAINER,54,91024.34034061432,.00274703624841,10028,33135471.14396459
106040103,卷,CONTAINER,10,72066.0200279355,.0021748904584706,7092,33135471.14396459
106040103,包,CONTAINER,24,54605.53977060318,.0016479481922366,12050,33135471.14396459
106040103,箱,CONTAINER,11,54349.45000457764,.0016402196235099,496,33135471.14396459
106040103,平方米,AREA,1,35136,.0010603742390547,6,33135471.14396459
106040103,千米,LENGTH,4,6192.5,.0001868843202227,.2055,33135471.14396459
106040103,袋,CONTAINER,6,4112.5,.0001241117104426,334,33135471.14396459
106040103,瓶,CONTAINER,10,1320.630004882813,.000039855476904,228,33135471.14396459
106040103,次,SERVICE,2,970,.0000292737651378,19,33135471.14396459
106040103,桶,CONTAINER,1,160,4.82866229078e-06,8,33135471.14396459
106040104,盒,CONTAINER,758,84369462.94405508,.7979387555843848,114497976.4861512,105734258.8683584
106040104,个,COUNT,1059,12435077.47118127,.1176068911275317,18507603.29290771,105734258.8683584
106040104,千克,MASS,20,5944046.380859375,.0562168444218241,1445129.763164063,105734258.8683584
106040104,OTHER,OTHER,215,717074.3203376532,.0067818541314072,176936.9000549316,105734258.8683584
106040104,卷,CONTAINER,89,713497.5595526695,.0067480262990351,83671,105734258.8683584
106040104,包,CONTAINER,130,533459.2016677856,.0050452824597934,40962,105734258.8683584
106040104,套,SET,60,260820.2703351974,.0024667527169214,82550,105734258.8683584
106040104,袋,CONTAINER,22,214585.149805069,.0020294760856293,281780,105734258.8683584
106040104,UNKNOWN,UNKNOWN,43,166904.0697059631,.0015785240421817,45538,105734258.8683584
106040104,箱,CONTAINER,21,119523.0999999046,.0011304103445669,3817.5,105734258.8683584
106040104,瓶,CONTAINER,13,99339.95722961426,.0009395247887754,46398,105734258.8683584
106040104,千米,LENGTH,2,88155.203125,.0008337430466577,1254.1,105734258.8683584
106040104,批,BATCH,8,29847.08056640625,.0002822839152215,18,105734258.8683584
106040104,元,MONEY,1,27750,.0002624504138677,37,105734258.8683584
106040104,副,SET,17,10354.93001031876,.0000979335375416,4797,105734258.8683584
106040104,桶,CONTAINER,8,4038.729927062988,.0000381969852561,679,105734258.8683584
106040104,份,SERVICE,1,315,2.97916686012e-06,21,105734258.8683584
106040104,次,SERVICE,1,7.5,7.09325442886e-08,5,105734258.8683584
106040105,千克,MASS,16,40242307,.4968411797210713,2379924.580467224,80996319.63395667
106040105,个,COUNT,1173,17759787.57815504,.2192665995000281,13335699.93076324,80996319.63395667
106040105,套,SET,103,7582716.053003311,.093618032118886,239464.1999998093,80996319.63395667
106040105,批,BATCH,22,4848844.439188004,.0598649970900059,441,80996319.63395667
106040105,OTHER,OTHER,420,3642118.650578022,.0449664709092672,450651.299987793,80996319.63395667
106040105,盒,CONTAINER,594,3604876.287723541,.0445066677599045,674164.6504058838,80996319.63395667
106040105,UNKNOWN,UNKNOWN,55,1224531.153131485,.015118355484119,517557,80996319.63395667
106040105,包,CONTAINER,103,987151.054649353,.0121876038208964,81056.5,80996319.63395667
106040105,箱,CONTAINER,21,518161.4050292969,.0063973450568001,5836,80996319.63395667
106040105,千米,LENGTH,6,116268,.0014354726304287,213.69,80996319.63395667
106040105,桶,CONTAINER,54,113337.339799881,.0013992899962873,13058,80996319.63395667
106040105,瓶,CONTAINER,8,105926.9324979782,.0013077993293608,6160,80996319.63395667
106040105,卷,CONTAINER,28,88011.20108413696,.0010866074098414,30333,80996319.63395667
106040105,袋,CONTAINER,30,79248.03032684326,.0009784152006534,12637,80996319.63395667
106040105,副,SET,36,77656.19891428947,.0009587620680203,8946,80996319.63395667
